#{"t_start": 1522684763.0765584, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
37.0,1117,3378.953561
34.0,966,3397.6264
98.0,1553,3427.256906
58.0,1276,3451.050856
62.0,1343,3476.471765
34.0,1048,3496.453408
46.0,958,3514.515503
47.0,1172,3536.402488
72.0,1476,3563.551261
65.0,1294,3588.408363
34.0,1032,3608.251475
52.0,1206,3631.208579
41.0,1084,3652.859364
81.0,1518,3681.082313
72.0,1492,3710.114811
65.0,1125,3730.566815
99.0,1632,3761.760021
94.0,1536,3791.425449
49.0,1298,3817.35479
71.0,1234,3841.216575
147.0,1661,3872.020878
207.0,1508,3900.1968
24.0,813,3915.299551
39.0,778,3929.902087
72.0,1413,3957.059259
88.0,1402,3983.569192
45.0,975,4002.111532
47.0,1211,4025.265603
118.0,1671,4056.718426
78.0,1525,4086.479424
175.0,1404,4112.488686
73.0,1597,4141.17463
53.0,1004,4160.24578
62.0,1210,4183.483384
109.0,1507,4210.468844
61.0,1179,4233.234275
84.0,1471,4260.654803
121.0,1748,4294.395058
75.0,1215,4317.960553
166.0,1784,4351.671804
94.0,1460,4379.754354
129.0,1725,4411.540837
276.0,1800,4445.581501
231.0,1256,4470.353768
300.0,1848,4504.508124
87.0,1573,4534.139584
192.0,2015,4572.057124
255.0,1802,4608.255096
239.0,1739,4640.407608
375.0,2296,4684.213753
158.0,1729,4719.41872
170.0,1873,4755.155663
132.0,1601,4786.520143
313.0,1640,4816.81159
251.0,1549,4846.231544
77.0,1313,4871.907423
295.0,1626,4903.714114
242.0,1800,4938.389872
161.0,1455,4966.696306
349.0,1933,5002.855791
339.0,2155,5044.270293
52.0,756,5058.489462
361.0,2158,5100.26666
293.0,1785,5133.519762
96.0,1494,5162.164873
201.0,1961,5199.636475
410.0,2259,5244.204007
351.0,1834,5278.767416
339.0,1951,5315.631814
181.0,1901,5352.382567
324.0,1902,5389.566516
401.0,2790,5442.608584
329.0,2258,5485.192278
388.0,2169,5527.42991
396.0,2319,5572.53273
374.0,2341,5615.978152
375.0,1398,5642.255335
555.0,3846,5716.086001
414.0,2019,5754.003982
320.0,1457,5781.166569
287.0,2146,5823.029343
386.0,2123,5862.502768
292.0,1761,5896.20748
413.0,2904,5952.194991
396.0,2602,6001.924818
414.0,3678,6071.683219
402.0,2607,6121.365716
417.0,2619,6170.649308
395.0,3076,6228.581875
374.0,1566,6259.698036
402.0,3204,6318.972839
411.0,2353,6364.100296
300.0,1712,6396.47465
428.0,3060,6454.974733
420.0,3163,6515.081017
410.0,2578,6563.503293
399.0,2178,6603.795775
407.0,2445,6651.197301
275.0,1827,6686.596868
419.0,2580,6736.024151
72.0,1300,6760.248466
335.0,5492,6866.157534
388.0,2176,6908.225407
359.0,2178,6949.041262
364.0,2812,7004.442521
399.0,2823,7058.915191
437.0,2889,7112.408082
432.0,3856,7186.332247
419.0,4590,7274.419313
428.0,3068,7333.268637
413.0,3739,7404.992662
764.0,6335,7526.258627
406.0,1915,7562.986376
364.0,1868,7599.290459
425.0,2562,7649.210545
418.0,2319,7694.685231
398.0,2995,7753.300739
409.0,2139,7793.549715
414.0,2743,7846.663003
422.0,2284,7890.12036
404.0,2388,7935.442494
420.0,2409,7979.959351
411.0,2198,8021.622582
425.0,3718,8091.346787
142.0,1820,8125.149223
401.0,2359,8169.807207
383.0,2231,8212.491769
420.0,2259,8255.266123
385.0,2245,8297.880199
389.0,2314,8342.391119
422.0,2653,8394.007576
404.0,2122,8435.632598
415.0,3195,8496.347743
408.0,2321,8540.403664
417.0,2666,8589.883387
431.0,5520,8697.383529
436.0,2947,8754.480373
420.0,2801,8808.142219
424.0,2994,8866.278711
405.0,2391,8913.322142
428.0,2984,8968.828958
413.0,2665,9017.975303
410.0,2238,9060.023669
373.0,1657,9093.065598
385.0,2389,9139.048801
424.0,2897,9195.664025
597.0,5533,9303.086595
425.0,3482,9370.635022
427.0,3268,9436.584166
408.0,2485,9486.506338
365.0,1800,9523.007551
402.0,2264,9567.260669
420.0,3112,9627.799822
414.0,2344,9675.318465
410.0,2623,9725.530991
392.0,1892,9761.825967
421.0,2688,9813.930355
396.0,2571,9862.986356
400.0,2330,9907.822441
416.0,2785,9962.052599
413.0,3273,10028.903132
444.0,3033,10090.384236
460.0,3588,10159.979229
490.0,3499,10228.766607
412.0,2400,10276.413714
368.0,2376,10321.788286
425.0,3328,10386.042762
423.0,2155,10426.649638
421.0,2943,10481.353767
409.0,2466,10527.116038
420.0,2476,10574.032729
406.0,2576,10623.912159
382.0,2340,10669.365873
420.0,2208,10711.961524
423.0,2474,10759.698185
402.0,2224,10801.706813
428.0,3119,10860.934326
399.0,3954,10940.229986
837.0,4880,11031.451685
755.0,4038,11106.029192
380.0,2065,11145.370448
421.0,2932,11202.229916
424.0,3484,11268.516367
408.0,2756,11320.749798
351.0,1943,11359.436108
427.0,2943,11413.310216
433.0,2628,11463.405509
798.0,4901,11556.321152
684.0,3966,11634.279348
413.0,2292,11679.352185
409.0,2336,11723.546977
395.0,2383,11768.05423
406.0,3229,11828.77291
412.0,2593,11879.831369
399.0,2286,11923.963271
415.0,2307,11968.17126
807.0,5511,12072.106775
414.0,4183,12153.20359
412.0,2790,12207.222005
398.0,2095,12247.700652
389.0,2655,12299.356189
