#{"t_start": 1522684762.9650655, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
376.0,2045,4665.069124
372.0,2227,4709.993947
347.0,1823,4745.276676
82.0,1371,4771.356323
59.0,1183,4793.868976
70.0,1290,4817.946122
103.0,1412,4844.523614
370.0,1962,4882.569245
62.0,1166,4906.048179
364.0,1666,4938.067909
70.0,763,4952.281775
334.0,1924,4989.215871
276.0,2342,5033.513671
397.0,2216,5076.457626
351.0,1994,5114.07892
163.0,1724,5147.66547
355.0,2287,5191.403949
394.0,2101,5231.74361
312.0,1966,5269.342313
237.0,1798,5303.04053
344.0,2274,5347.027722
285.0,1788,5382.103423
404.0,2218,5424.543121
395.0,1923,5461.483556
363.0,2243,5503.232049
413.0,2228,5547.568769
343.0,1559,5577.179482
369.0,2621,5625.870911
357.0,1971,5663.330724
416.0,2731,5715.763098
398.0,2103,5755.226311
420.0,2398,5800.791138
361.0,2404,5847.180398
355.0,1806,5881.176549
353.0,2317,5925.203831
389.0,2568,5974.137879
402.0,2341,6019.661781
72.0,805,6035.128592
225.0,1773,6067.744137
424.0,3931,6142.709935
387.0,3706,6211.973114
370.0,1616,6243.406919
412.0,2405,6289.644758
413.0,2458,6335.199293
410.0,2449,6382.578072
416.0,2337,6426.061018
427.0,2191,6467.940124
424.0,2683,6519.183722
416.0,3148,6578.500317
366.0,2123,6618.940561
391.0,1644,6649.522996
424.0,2742,6702.863465
387.0,3321,6766.48248
371.0,2350,6810.956157
400.0,2557,6860.251851
365.0,2113,6900.55808
418.0,3307,6964.600569
424.0,2406,7011.150865
383.0,2385,7057.050132
372.0,1824,7090.753021
314.0,1817,7124.151783
424.0,4085,7202.634195
322.0,1710,7235.885701
401.0,1933,7272.841965
428.0,3909,7348.593194
393.0,3393,7412.871264
365.0,1881,7449.004003
385.0,2330,7493.038994
404.0,1914,7529.795163
423.0,2418,7576.956002
398.0,2309,7621.104262
409.0,2048,7661.617864
414.0,2561,7711.464583
373.0,1828,7747.053347
445.0,3362,7811.607606
357.0,1904,7848.352879
432.0,3458,7913.681369
340.0,1812,7947.156139
398.0,2287,7989.821142
444.0,3185,8049.930888
421.0,2786,8102.65244
396.0,2084,8141.271914
357.0,2049,8181.097221
389.0,2022,8218.855859
419.0,2446,8265.443067
472.0,3710,8337.128312
419.0,2347,8382.628253
417.0,2239,8425.242881
416.0,3111,8485.517395
400.0,2468,8532.186348
341.0,1866,8567.344585
336.0,1691,8598.990171
436.0,3383,8664.494741
348.0,2081,8704.883799
431.0,3506,8772.506117
402.0,3677,8843.358262
425.0,2760,8897.657033
421.0,2579,8946.441414
423.0,3270,9006.481595
428.0,2786,9059.047553
413.0,2006,9099.217106
417.0,4657,9189.562943
431.0,2913,9245.691358
415.0,11771,9479.488122
421.0,2765,9534.374101
700.0,12908,9787.848558
428.0,2493,9835.243905
421.0,2494,9884.386612
408.0,2920,9938.682754
734.0,6763,10077.547442
424.0,2984,10135.820556
684.0,5401,10241.175164
412.0,2371,10289.15087
328.0,1530,10317.948389
401.0,4197,10398.93945
399.0,2191,10438.862738
339.0,3046,10495.147457
428.0,6081,10611.436344
373.0,2213,10654.394038
428.0,2729,10707.564894
413.0,2691,10759.143965
419.0,4347,10841.582857
410.0,2402,10888.936322
449.0,3055,10949.721331
431.0,2756,11000.735656
349.0,1777,11033.599443
406.0,3589,11100.297872
418.0,2139,11140.967114
432.0,2685,11192.590088
414.0,2174,11234.20217
435.0,5681,11343.846872
403.0,3824,11414.70851
383.0,1755,11448.051766
413.0,2633,11497.731184
420.0,2788,11550.957996
367.0,2404,11598.193318
377.0,2303,11643.023668
428.0,3118,11702.466522
411.0,1998,11740.300578
424.0,2386,11785.203776
418.0,4403,11870.522319
434.0,3448,11936.288714
411.0,2495,11984.311041
415.0,2715,12035.126761
808.0,4197,12115.592508
354.0,2797,12169.136224
421.0,2719,12223.286658
423.0,3124,12283.962226
