entropy,surrgain,optimgain,TimeElapsed,EpisodesSoFar,EpRewMean,meankl,entloss,EpLenMean,TimestepsSoFar,ev_tdlam_before,EpThisIter
1.208348,0.017206829,0.017206829,345.2525444030762,2815,0.175,0.0012119594,0.0,30.35,104957,0.10284769535064697,23
1.2379402,0.004920706,0.004920706,346.9296164512634,2830,0.1,0.00079980475,0.0,26.95,105466,0.03314298391342163,15
1.2578437,0.009733789,0.009733789,348.53467988967896,2840,0.25,0.0011284981,0.0,33.775,105967,0.01984506845474243,10
1.2734321,0.009455703,0.009455703,350.1562759876251,2847,0.45,0.0007796964,0.0,42.425,106472,-0.03612172603607178,7
1.2611135,0.0051695183,0.0051695183,351.8911964893341,2860,0.475,0.0009447858,0.0,43.75,106990,0.04031026363372803,13
1.2546182,0.0032166243,0.0032166243,353.57458329200745,2875,0.575,0.0003029962,0.0,48.1,107501,0.04401010274887085,15
1.2714504,0.0018761372,0.0018761372,355.2165334224701,2888,0.35,0.00028685253,0.0,36.825,108017,-0.004610419273376465,13
1.236704,0.00070553273,0.00070553273,356.97725081443787,2906,0.25,0.0014295651,0.0,32.525,108500,0.07369375228881836,18
1.3148582,0.0038170964,0.0038170964,358.6749179363251,2913,0.4,0.0005354306,0.0,39.45,109033,-0.03202807903289795,7
1.2820853,0.004944317,0.004944317,360.3019015789032,2925,0.4,0.000560387,0.0,40.2,109483,0.012330234050750732,12
1.3076433,0.000118002295,0.000118002295,362.0354595184326,2934,0.55,5.865319e-07,0.0,46.925,110030,-0.014789223670959473,9
1.2925215,0.009437576,0.009437576,363.6632544994354,2944,0.725,0.0010904578,0.0,54.325,110552,-0.011931538581848145,10
