time_elapsed,approxkl,fps,nupdates,clipfrac,total_timesteps,explained_variance,serial_timesteps,eplenmean,eprewmean,policy_entropy,value_loss,policy_loss
178.70287895202637,0.021599557,1380,125,0.24692383,256000,0.9204012006521225,256000,50.0,-9.90749123,-2.2710328,0.000114636925,-0.0060022864
180.25838494300842,0.020070465,1316,126,0.23657227,258048,0.8977123871445656,258048,50.0,-9.48377507,-2.256285,8.232794e-05,-0.01040128
181.86615824699402,0.020494346,1274,127,0.23920898,260096,0.9154767170548439,260096,50.0,-9.389005,-2.2618499,9.6228396e-05,-0.007529197
183.5096299648285,0.023084212,1246,128,0.2511719,262144,0.9090551063418388,262144,50.0,-9.524431270000001,-2.277498,0.0001188543,-0.0054807565
184.92065930366516,0.029527158,1451,129,0.28139648,264192,0.9259790629148483,264192,50.0,-9.9294429,-2.304311,0.00011126528,-0.012965804
186.27843761444092,0.025359139,1508,130,0.2686035,266240,0.8810662403702736,266240,50.0,-10.245630039999998,-2.3134818,0.0001507266,-0.011673081
187.67460560798645,0.02058376,1467,131,0.22885743,268288,0.917543426156044,268288,50.0,-9.745366330000001,-2.3211942,0.00011270164,-0.009386349
189.1149616241455,0.020703582,1422,132,0.24335937,270336,0.9265834465622902,270336,50.0,-9.47023591,-2.338225,0.00010490555,-0.0032600295
190.48803186416626,0.021829452,1491,133,0.24243164,272384,0.9170029833912849,272384,50.0,-9.43216891,-2.3646293,0.00012558258,-0.0038742758
191.9533667564392,0.020705638,1398,134,0.2324707,274432,0.9472604990005493,274432,50.0,-9.43134228,-2.4053085,8.041026e-05,-0.0045822044
193.30694317817688,0.020273056,1513,135,0.23427734,276480,0.9497440718114376,276480,50.0,-9.224537450000001,-2.4308631,7.535302e-05,-0.0050800545
194.8489212989807,0.020225646,1328,136,0.22905274,278528,0.910819873213768,278528,50.0,-8.94168954,-2.4520717,0.000108422966,-0.0067096055
196.28006029129028,0.01860317,1431,137,0.22133788,280576,0.9156239554286003,280576,50.0,-8.810817759999997,-2.4602528,9.972098e-05,-0.0051339553
197.63617539405823,0.01944449,1510,138,0.23115234,282624,0.9203310310840607,282624,50.0,-8.798264490000001,-2.462851,0.00012663475,-0.0040340316
199.0077359676361,0.02390296,1493,139,0.27001953,284672,0.9516058228909969,284672,50.0,-9.48572042,-2.4849925,9.555859e-05,-0.0012564834
200.43444538116455,0.022206914,1435,140,0.25375977,286720,0.9207540899515152,286720,50.0,-9.60056778,-2.5120478,0.000108636756,-0.008430554
201.81015372276306,0.021218618,1489,141,0.24311523,288768,0.9116129353642464,288768,50.0,-8.908152869999999,-2.5218482,0.00010908187,-0.005686623
203.2208251953125,0.022314984,1452,142,0.24194336,290816,0.9042868837714195,290816,50.0,-8.75249355,-2.5440898,9.4077914e-05,-0.0050051147
204.56413388252258,0.024480086,1525,143,0.25600585,292864,0.9197256937623024,292864,50.0,-9.025069359999998,-2.568943,0.00012373713,-0.0062108235
205.90306687355042,0.027846385,1529,144,0.27509767,294912,0.8711532354354858,294912,50.0,-9.69887304,-2.5703547,0.0001081271,-0.01351578
207.40854859352112,0.025285188,1360,145,0.2554199,296960,0.8630656599998474,296960,50.0,-9.377724599999999,-2.5737069,0.00012348683,-0.007616747
208.83389568328857,0.024226082,1437,146,0.2609375,299008,0.8950394466519356,299008,50.0,-8.75802549,-2.5873048,0.000110867244,-0.008377327
210.23136448860168,0.02229173,1465,147,0.24555664,301056,0.9265690967440605,301056,50.0,-8.776089680000002,-2.6200676,9.470826e-05,-0.004171266
211.6268937587738,0.025005212,1467,148,0.26567382,303104,0.9188048094511032,303104,50.0,-8.78499418,-2.636553,9.958619e-05,-0.006738536
212.98717546463013,0.024625862,1505,149,0.25698242,305152,0.9155727401375771,305152,50.0,-8.545768129999999,-2.6538873,8.590988e-05,-0.006193612
214.32542896270752,0.02517364,1530,150,0.26225585,307200,0.9285138472914696,307200,50.0,-8.51752501,-2.6717963,0.000109692584,-0.0015446219
215.9099452495575,0.028097738,1292,151,0.2713379,309248,0.9013113006949425,309248,50.0,-8.259923119999998,-2.686883,9.441804e-05,-0.0060604187
217.56851887702942,0.024772499,1235,152,0.26049805,311296,0.9412070885300636,311296,50.0,-8.66679971,-2.7117324,7.142873e-05,-0.001215634
219.31495666503906,0.025613794,1172,153,0.27631837,313344,0.9077563136816025,313344,50.0,-8.488601890000002,-2.7374034,0.00010272544,-0.0044236
220.9574475288391,0.025865752,1247,154,0.26997072,315392,0.9332492500543594,315392,50.0,-8.43928845,-2.7663884,7.596746e-05,0.0019671042
222.34100675582886,0.025883252,1480,155,0.26489258,317440,0.9049700051546097,317440,50.0,-8.25877977,-2.7889266,0.000116975614,-0.005897967
223.6697907447815,0.024959844,1541,156,0.25141603,319488,0.8956523686647415,319488,50.0,-8.11920257,-2.8023446,0.00011274603,-0.0011626275
225.00502943992615,0.021738563,1534,157,0.2532715,321536,0.9132966548204422,321536,50.0,-8.34288421,-2.8100462,0.00010144421,0.003073171
226.56296491622925,0.025828898,1319,158,0.2710449,323584,0.8966215327382088,323584,50.0,-8.539137599999998,-2.8159359,0.00011774481,-0.0020800068
228.1080138683319,0.022416813,1325,159,0.24853516,325632,0.8952845111489296,325632,50.0,-8.44042477,-2.8007393,0.00010571225,-0.0030437135
